administrative_area_level_1,administrative_area_level_2,administrative_area_level_3
Brazil,Rio Grande do Norte,Várzea
Brazil,Minas Gerais,Coronel Murta
Brazil,Alagoas,
Brazil,Mato Grosso,Nortelândia
Brazil,São Paulo,Espírito Santo do Turvo
Brazil,São Paulo,Poá
Brazil,Rio Grande do Sul,Salvador das Missões
Brazil,Bahia,Ibirapitanga
Brazil,São Paulo,Itapecerica da Serra
Brazil,Mato Grosso,Bom Jesus do Araguaia
Brazil,Maranhão,Cachoeira Grande
Brazil,Maranhão,Tasso Fragoso
Brazil,Alagoas,Coqueiro Seco
Brazil,Paraná,Campo Bonito
Brazil,São Paulo,Santo Expedito
Brazil,Mato Grosso do Sul,Tacuru
Brazil,Pernambuco,Catende
Brazil,Rio Grande do Sul,Eugênio de Castro
Brazil,Rio Grande do Norte,Nísia Floresta
Brazil,Minas Gerais,Natalândia
Brazil,Pernambuco,Condado
Brazil,Sergipe,
Brazil,Alagoas,Feira Grande
Brazil,Maranhão,Belágua
Brazil,Tocantins,São Félix do Tocantins
Brazil,Paraná,Cantagalo
Brazil,Paraíba,São Vicente do Seridó
Brazil,São Paulo,Andradina
Brazil,Paraíba,Quixaba
Brazil,São Paulo,Taiaçu
Brazil,Rio Grande do Sul,Teutônia
Brazil,São Paulo,Tapiraí
Brazil,Rio Grande do Sul,Parobé
Brazil,Bahia,Marcionílio Souza
Brazil,Paraíba,São Miguel de Taipu
Brazil,Paraná,Santa Maria do Oeste
Brazil,Rio Grande do Norte,Apodi
Brazil,Bahia,Santa Brígida
Brazil,Santa Catarina,Imbuia
Brazil,Bahia,Sobradinho
Brazil,Santa Catarina,Laguna
Brazil,Rio Grande do Norte,Bodó
Brazil,Santa Catarina,Içara
Brazil,Minas Gerais,Taparuba
Brazil,Paraíba,Mogeiro
Brazil,Tocantins,São Sebastião do Tocantins
Brazil,Santa Catarina,Agrolândia
Brazil,São Paulo,Ibaté
Brazil,Amazonas,Benjamin Constant
Brazil,São Paulo,Cássia dos Coqueiros
Brazil,Santa Catarina,Leoberto Leal
Brazil,Santa Catarina,Palmeira
Brazil,Rio Grande do Norte,São Vicente
Brazil,Goiás,Buritinópolis
Brazil,Piauí,Demerval Lobão
Brazil,São Paulo,Barra Bonita
Brazil,Rio Grande do Norte,Brejinho
Brazil,Sergipe,Campo do Brito
Brazil,Piauí,Esperantina
Brazil,Minas Gerais,São José da Barra
Brazil,Minas Gerais,São Gonçalo do Pará
Brazil,Rio Grande do Sul,Pedro Osório
Brazil,Ceará,Pereiro
Brazil,Rio Grande do Sul,Entre Rios do Sul
Brazil,Rio Grande do Norte,Tenente Laurentino Cruz
Brazil,Ceará,Boa Viagem
Brazil,Paraná,Paulo Frontin
Brazil,Paraná,Nova Aurora
Brazil,Tocantins,Dois Irmãos do Tocantins
Brazil,Maranhão,Nina Rodrigues
Brazil,São Paulo,Pereira Barreto
Brazil,Bahia,Cravolândia
Brazil,Paraná,Munhoz de Melo
Brazil,Bahia,Itanagra
Brazil,Paraná,Itambé
Brazil,Rio Grande do Sul,Lajeado do Bugre
Brazil,Rio de Janeiro,Barra do Piraí
Brazil,Pará,Curralinho
Brazil,Rio Grande do Sul,Lagoa dos Três Cantos
Brazil,Minas Gerais,Quartel Geral
Brazil,Santa Catarina,Barra Bonita
Brazil,Paraná,Bom Jesus do Sul
Brazil,Mato Grosso,Porto Estrela
Brazil,Minas Gerais,Campanha
Brazil,Pernambuco,Calçado
Brazil,Rio Grande do Sul,São João da Urtiga
Brazil,Minas Gerais,Minduri
Brazil,Rio Grande do Sul,Arroio Grande
Brazil,Pernambuco,Canhotinho
Brazil,Rio Grande do Sul,Barão de Cotegipe
Brazil,Minas Gerais,Bandeira do Sul
Brazil,Minas Gerais,Presidente Bernardes
Brazil,Minas Gerais,Córrego Fundo
Brazil,Rio Grande do Sul,Chuvisca
Brazil,Maranhão,Lagoa do Mato
Brazil,Paraná,Jaboti
Brazil,Minas Gerais,Camanducaia
Brazil,Mato Grosso,Aripuanã
Brazil,Minas Gerais,Matozinhos
Brazil,Pará,Placas
Brazil,Pernambuco,Cortês
Brazil,Maranhão,Bernardo do Mearim
Brazil,São Paulo,Guaraci
Brazil,Mato Grosso do Sul,Rochedo
Brazil,Bahia,Saúde
Brazil,Rio Grande do Norte,Severiano Melo
Brazil,Minas Gerais,Tiradentes
Brazil,Goiás,Araguapaz
Brazil,Bahia,Umburanas
Brazil,Santa Catarina,Sangão
Brazil,Minas Gerais,Senhora de Oliveira
Brazil,São Paulo,Canitar
Brazil,Goiás,Piracanjuba
Brazil,Bahia,Maragogipe
Brazil,Bahia,São Gabriel
Brazil,São Paulo,Tarumã
Brazil,Bahia,Malhada
Brazil,Minas Gerais,Tarumirim
Brazil,Minas Gerais,Seritinga
Brazil,Bahia,São Félix
Brazil,São Paulo,Glicério
Brazil,Bahia,Rio Real
Brazil,Pernambuco,Xexéu
Brazil,Rio Grande do Norte,Santa Maria
Brazil,Bahia,Chorrochó
Brazil,Paraná,Paranacity
Brazil,Paraná,Itaúna do Sul
Brazil,São Paulo,Torre de Pedra
Brazil,Minas Gerais,Mendes Pimentel
Brazil,Tocantins,Goiatins
Brazil,Maranhão,Montes Altos
Brazil,Mato Grosso,Planalto da Serra
Brazil,Rio Grande do Sul,Barra Funda
Brazil,São Paulo,Pirapozinho
Brazil,Paraná,Pato Branco
Brazil,Maranhão,Senador Alexandre Costa
Brazil,Tocantins,Novo Jardim
Brazil,Maranhão,Buriticupu
Brazil,São Paulo,João Ramalho
Brazil,Mato Grosso,Barra do Garças
Brazil,Rio de Janeiro,Angra dos Reis
Brazil,Rio Grande do Sul,Pantano Grande
Brazil,Pará,Portel
Brazil,Rio Grande do Sul,Capitão
Brazil,Tocantins,São Bento do Tocantins
Brazil,Rio Grande do Norte,Lagoa de Velhos
Brazil,Minas Gerais,Icaraí de Minas
Brazil,Rio Grande do Norte,Olho-d'Água do Borges
Brazil,Paraíba,Juarez Távora
Brazil,São Paulo,Guapiaçu
Brazil,Bahia,São Miguel das Matas
Brazil,Mato Grosso do Sul,Sidrolândia
Brazil,Rio Grande do Norte,José da Penha
Brazil,Acre,Santa Rosa do Purus
Brazil,Mato Grosso do Sul,Ribas do Rio Pardo
Brazil,Minas Gerais,Dom Joaquim
Brazil,Rio Grande do Sul,Paraí
Brazil,Rio Grande do Norte,Parazinho
Brazil,Rio Grande do Sul,Vale Real
Brazil,São Paulo,São Carlos
Brazil,Santa Catarina,Rio Rufino
Brazil,Minas Gerais,Divinolândia de Minas
Brazil,São Paulo,Araçariguama
Brazil,Goiás,Córrego do Ouro
Brazil,Minas Gerais,Ingaí
Brazil,Sergipe,Salgado
Brazil,Rio Grande do Sul,Taquara
Brazil,Paraíba,Mulungu
Brazil,Minas Gerais,Rio Acima
Brazil,Rio Grande do Sul,Piratini
Brazil,Alagoas,Olho d'Água do Casado
Brazil,Sergipe,Santo Amaro das Brotas
Brazil,Minas Gerais,Fama
Brazil,Rio Grande do Sul,Tramandaí
Brazil,Sergipe,Carira
Brazil,Goiás,Cavalcante
Brazil,Piauí,Morro do Chapéu do Piauí
Brazil,Paraná,Capitão Leônidas Marques
Brazil,Minas Gerais,Ressaquinha
Brazil,Rio Grande do Norte,Baía Formosa
Brazil,Goiás,Pontalina
Brazil,Paraíba,Alhandra
Brazil,Minas Gerais,Ijaci
Brazil,Minas Gerais,São Geraldo do Baixio
Brazil,Paraíba,Aguiar
Brazil,Rio Grande do Sul,Centenário
Brazil,Piauí,São Miguel da Baixa Grande
Brazil,Alagoas,Monteirópolis
Brazil,Minas Gerais,Malacacheta
Brazil,Paraná,Campo Largo
Brazil,Minas Gerais,Indaiabira
Brazil,Paraíba,Manaíra
Brazil,Paraíba,Itaporanga
Brazil,Mato Grosso do Sul,Antônio João
Brazil,Rio de Janeiro,Cabo Frio
Brazil,São Paulo,Piedade
Brazil,Bahia,Curaçá
Brazil,São Paulo,Jandira
Brazil,Minas Gerais,Pedra do Indaiá
Brazil,Goiás,Vicentinópolis
Brazil,Rio Grande do Sul,Fontoura Xavier
Brazil,Ceará,Canindé
Brazil,Ceará,Paramoti
Brazil,Paraná,São João do Caiuá
Brazil,Maranhão,Palmeirândia
Brazil,Minas Gerais,Ouro Preto
Brazil,Mato Grosso,Várzea Grande
Brazil,Maranhão,Porto Rico do Maranhão
Brazil,Ceará,Barro
Brazil,Maranhão,Altamira do Maranhão
Brazil,Mato Grosso,Tapurah
Brazil,Maranhão,Raposa
Brazil,Paraná,Santo Inácio
Brazil,Minas Gerais,Pavão
Brazil,Minas Gerais,Pains
Brazil,Bahia,Coribe
Brazil,Bahia,Carinhanha
Brazil,São Paulo,Pedregulho
Brazil,Minas Gerais,Barão de Monte Alto
Brazil,Paraná,Califórnia
Brazil,Ceará,Deputado Irapuan Pinheiro
Brazil,Rio Grande do Sul,Barão do Triunfo
Brazil,Rondônia,Espigão D'Oeste
Brazil,Rio de Janeiro,Aperibé
Brazil,Paraná,Bocaiúva do Sul
Brazil,São Paulo,Itapira
Brazil,Pará,Peixe-Boi
Brazil,Minas Gerais,Barroso
Brazil,Rio de Janeiro,Comendador Levy Gasparian
Brazil,Pernambuco,Petrolina
Brazil,Rio Grande do Sul,Nova Palma
Brazil,Rio Grande do Sul,Campestre da Serra
Brazil,Minas Gerais,Caldas
Brazil,Rio Grande do Norte,Timbaúba dos Batistas
Brazil,Tocantins,Abreulândia
Brazil,Pará,Oeiras do Pará
Brazil,Bahia,Uauá
Brazil,Mato Grosso do Sul,Santa Rita do Pardo
Brazil,Santa Catarina,Rio Negrinho
Brazil,Santa Catarina,Abdon Batista
Brazil,Minas Gerais,Tapiraí
Brazil,Espirito Santo,Boa Esperança
Brazil,Espirito Santo,Conceição da Barra
Brazil,Rio Grande do Sul,Três de Maio
Brazil,São Paulo,Santa Ernestina
Brazil,Santa Catarina,Água Doce
Brazil,Paraná,Carambeí
Brazil,São Paulo,Quatá
Brazil,São Paulo,Batatais
Brazil,Goiás,Santa Rosa de Goiás
Brazil,São Paulo,Presidente Epitácio
Brazil,Piauí,Vera Mendes
Brazil,Rio Grande do Sul,Fagundes Varela
Brazil,Santa Catarina,Lajeado Grande
Brazil,São Paulo,Capela do Alto
Brazil,Santa Catarina,Lacerdópolis
Brazil,Santa Catarina,Anchieta
Brazil,São Paulo,Iepê
Brazil,São Paulo,Taquaritinga
Brazil,Santa Catarina,Pedras Grandes
Brazil,Bahia,Urandi
Brazil,Rondônia,Ji-Paraná
Brazil,Santa Catarina,Santa Rosa de Lima
Brazil,Piauí,Fartura do Piauí
Brazil,São Paulo,Anhembi
Brazil,Santa Catarina,Entre Rios
Brazil,Paraíba,Serra da Raiz
Brazil,Piauí,Dirceu Arcoverde
Brazil,Paraná,Cascavel
Brazil,Paraíba,Araçagi
Brazil,Santa Catarina,Lindóia do Sul
Brazil,Santa Catarina,Palma Sola
Brazil,Minas Gerais,Antônio Carlos
Brazil,Tocantins,Figueirópolis
Brazil,Mato Grosso,Nova Brasilândia
Brazil,Minas Gerais,Conceição do Rio Verde
Brazil,Minas Gerais,Coronel Xavier Chaves
Brazil,Bahia,Érico Cardoso
Brazil,Maranhão,Nova Colinas
Brazil,Pernambuco,Riacho das Almas
Brazil,Pará,Capanema
Brazil,Minas Gerais,Conceição das Alagoas
Brazil,Rio Grande do Sul,Palmeira das Missões
Brazil,Paraná,Ivaté
Brazil,Ceará,Pindoretama
Brazil,Maranhão,Timon
Brazil,São Paulo,Itaju
Brazil,Mato Grosso,Nova Marilândia
Brazil,Ceará,Ipu
Brazil,Rio Grande do Sul,Dezesseis de Novembro
Brazil,Bahia,Quixabeira
Brazil,Minas Gerais,Piedade do Rio Grande
Brazil,Bahia,Piripá
Brazil,Pernambuco,São Benedito do Sul
Brazil,Goiás,São Patrício
Brazil,Maranhão,Dom Pedro
Brazil,Bahia,Itapicuru
Brazil,Paraná,Guaraniaçu
Brazil,Rio de Janeiro,Paraíba do Sul
Brazil,Rio Grande do Sul,Condor
Brazil,Bahia,Itaparica
Brazil,Minas Gerais,Almenara
Brazil,Tocantins,Paranã
Brazil,Rio Grande do Sul,Chapada
Brazil,Ceará,Tarrafas
Brazil,Rio Grande do Sul,Porto Vera Cruz
Brazil,Santa Catarina,Caxambu do Sul
Brazil,Bahia,Piatã
Brazil,Minas Gerais,Pirajuba
Brazil,Goiás,Uruaçu
Brazil,Bahia,Gentio do Ouro
Brazil,Minas Gerais,Santa Rita de Minas
Brazil,Rio Grande do Sul,São Valentim
Brazil,Goiás,Cocalzinho de Goiás
Brazil,Roraima,Pacaraima
Brazil,Maranhão,Cidelândia
Brazil,Mato Grosso,Campinápolis
Brazil,Mato Grosso do Sul,Itaquiraí
Brazil,Pernambuco,Jaqueira
Brazil,Pernambuco,Salgadinho
Brazil,Bahia,Canudos
Brazil,Minas Gerais,Novo Oriente de Minas
Brazil,Ceará,Uruburetama
Brazil,Rio Grande do Sul,São Paulo das Missões
Brazil,Pará,Santa Maria do Pará
Brazil,Minas Gerais,Santo Antônio do Amparo
Brazil,Paraíba,Riachão
Brazil,Piauí,Santana do Piauí
Brazil,Minas Gerais,Itaúna
Brazil,Santa Catarina,São Carlos
Brazil,São Paulo,Estiva Gerbi
Brazil,São Paulo,Oriente
Brazil,Espirito Santo,Itapemirim
Brazil,São Paulo,Oscar Bressane
Brazil,Santa Catarina,São João do Oeste
Brazil,Piauí,Alto Longá
Brazil,Goiás,Divinópolis de Goiás
Brazil,Paraíba,Pedras de Fogo
Brazil,Espirito Santo,Dores do Rio Preto
Brazil,Alagoas,Olivença
Brazil,Minas Gerais,São João da Ponte
Brazil,São Paulo,Salto de Pirapora
Brazil,Bahia,Nova Viçosa
Brazil,Rondônia,Parecis
Brazil,Minas Gerais,Dionísio
Brazil,Santa Catarina,Camboriú
Brazil,Paraná,Tomazina
Brazil,Santa Catarina,Campos Novos
Brazil,Paraíba,Cabedelo
Brazil,Paraná,Quatro Pontes
Brazil,Minas Gerais,São Gonçalo do Sapucaí
Brazil,Rio Grande do Sul,Saldanha Marinho
Brazil,Piauí,Aroeiras do Itaim
Brazil,Santa Catarina,São José do Cerrito
Brazil,Bahia,Varzedo
Brazil,Amazonas,Parintins
Brazil,Santa Catarina,Bandeirante
Brazil,Amazonas,Nhamundá
Brazil,Alagoas,Paulo Jacinto
Brazil,Bahia,Paramirim
Brazil,Sergipe,Riachão do Dantas
Brazil,Rio Grande do Norte,Rafael Godeiro
Brazil,Santa Catarina,Timbó
Brazil,São Paulo,Álvares Machado
Brazil,Pará,Goianésia do Pará
Brazil,Minas Gerais,Guarani
Brazil,Piauí,Parnaíba
Brazil,Piauí,São Francisco do Piauí
Brazil,Rio Grande do Sul,Pinto Bandeira
Brazil,Piauí,Paes Landim
Brazil,Minas Gerais,Guanhães
Brazil,Minas Gerais,José Gonçalves de Minas
Brazil,Rio Grande do Norte,Portalegre
Brazil,Pernambuco,Ouricuri
Brazil,Rio Grande do Sul,Santo Ângelo
Brazil,Mato Grosso,Juscimeira
Brazil,Paraná,Floresta
Brazil,Paraná,Marumbi
Brazil,Rio Grande do Sul,Itacurubi
Brazil,Paraná,Figueira
Brazil,Rio Grande do Sul,Araricá
Brazil,Ceará,Banabuiú
Brazil,Rio Grande do Sul,Santo Cristo
Brazil,Paraná,Diamante do Norte
Brazil,São Paulo,Manduri
Brazil,Minas Gerais,Aimorés
Brazil,Goiás,Santo Antônio da Barra
Brazil,Santa Catarina,Cunha Porã
Brazil,São Paulo,Macedônia
Brazil,Maranhão,São José de Ribamar
Brazil,Pernambuco,Agrestina
Brazil,Pernambuco,Santa Filomena
Brazil,Pará,Xinguara
Brazil,São Paulo,Nova Granada
Brazil,Ceará,Assaré
Brazil,Goiás,Urutaí
Brazil,Bahia,Belo Campo
Brazil,São Paulo,Nova Odessa
Brazil,São Paulo,Itaí
Brazil,Minas Gerais,Betim
Brazil,Paraíba,Casserengue
Brazil,Paraná,Ventania
Brazil,Tocantins,Porto Alegre do Tocantins
Brazil,Pernambuco,Itaíba
Brazil,Minas Gerais,Brasilândia de Minas
Brazil,Minas Gerais,Itueta
Brazil,Tocantins,Presidente Kennedy
Brazil,Mato Grosso do Sul,Japorã
Brazil,Bahia,Bom Jesus da Lapa
Brazil,São Paulo,Iracemápolis
Brazil,Pará,Abel Figueiredo
Brazil,São Paulo,Caiabu
Brazil,Minas Gerais,Itanhomi
Brazil,Alagoas,Campo Alegre
Brazil,Rio Grande do Sul,São José do Herval
Brazil,Piauí,Brejo do Piauí
Brazil,Espirito Santo,Ibatiba
Brazil,Minas Gerais,Itapeva
Brazil,Goiás,Montes Claros de Goiás
Brazil,Piauí,Buriti dos Montes
Brazil,Bahia,Tanque Novo
Brazil,Santa Catarina,Canoinhas
Brazil,São Paulo,São Sebastião
Brazil,Rio Grande do Sul,Tupandi
Brazil,Paraná,Terra Boa
Brazil,Paraná,Porecatu
Brazil,Paraíba,Sousa
Brazil,Mato Grosso do Sul,Dourados
Brazil,Santa Catarina,Morro Grande
Brazil,Santa Catarina,Novo Horizonte
Brazil,Mato Grosso do Sul,Coxim
Brazil,Maranhão,Lagoa Grande do Maranhão
Brazil,Minas Gerais,Ubaporanga
Brazil,São Paulo,Bebedouro
Brazil,Paraná,Tijucas do Sul
Brazil,São Paulo,Buritama
Brazil,São Paulo,Boa Esperança do Sul
Brazil,Goiás,Anápolis
Brazil,Rio Grande do Sul,Venâncio Aires
Brazil,Minas Gerais,Formoso
Brazil,Paraná,Prudentópolis
Brazil,Minas Gerais,Josenópolis
Brazil,São Paulo,São Manuel
Brazil,Amapá,
Brazil,Bahia,Tremedal
Brazil,Minas Gerais,Durandé
Brazil,Goiás,Mineiros
Brazil,Bahia,Caatiba
Brazil,Minas Gerais,São João do Pacuí
Brazil,Rondônia,Theobroma
Brazil,Minas Gerais,São Tomé das Letras
Brazil,Mato Grosso,Conquista D'Oeste
Brazil,Rondônia,Rolim de Moura
Brazil,Minas Gerais,Senador Cortes
Brazil,Bahia,Lagoa Real
Brazil,Rio Grande do Sul,Bento Gonçalves
Brazil,Minas Gerais,Jacinto
Brazil,Minas Gerais,Santa Efigênia de Minas
Brazil,Minas Gerais,Salto da Divisa
Brazil,Amazonas,Tapauá
Brazil,Bahia,João Dourado
Brazil,Rio Grande do Sul,Nicolau Vergueiro
Brazil,Rio Grande do Sul,Bossoroca
Brazil,Minas Gerais,Belmiro Braga
Brazil,Pará,Bannach
Brazil,Ceará,Itatira
Brazil,Ceará,Monsenhor Tabosa
Brazil,Paraná,Jardim Alegre
Brazil,Tocantins,Juarina
Brazil,Ceará,Aquiraz
Brazil,Mato Grosso,Lucas do Rio Verde
Brazil,São Paulo,Lençóis Paulista
Brazil,São Paulo,Maracaí
Brazil,Bahia,Lajedão
Brazil,Ceará,Itaiçaba
Brazil,Rio Grande do Sul,Lagoa Bonita do Sul
Brazil,Rio Grande do Norte,Jardim de Piranhas
Brazil,Alagoas,Santana do Ipanema
Brazil,Rio Grande do Norte,Janduís
Brazil,Santa Catarina,Turvo
Brazil,São Paulo,Amparo
Brazil,Alagoas,São José da Tapera
Brazil,São Paulo,Saltinho
Brazil,Sergipe,Indiaroba
Brazil,Minas Gerais,Francisco Dumont
Brazil,Rio Grande do Norte,Porto do Mangue
Brazil,Goiás,Aporé
Brazil,Rio Grande do Norte,Coronel Ezequiel
Brazil,Bahia,Brejolândia
Brazil,São Paulo,Alvinlândia
Brazil,Pernambuco,Amaraji
Brazil,Pará,Aveiro
Brazil,Maranhão,Sítio Novo
Brazil,Paraná,Jandaia do Sul
Brazil,Pernambuco,Triunfo
Brazil,Paraná,Jesuítas
Brazil,Minas Gerais,Carangola
Brazil,Rio Grande do Sul,Santa Vitória do Palmar
Brazil,Minas Gerais,Carlos Chagas
Brazil,Tocantins,Babaçulândia
Brazil,Rio de Janeiro,Pinheiral
Brazil,Pará,Belém
Brazil,Rio Grande do Sul,Santo Antônio do Palma
Brazil,Rio de Janeiro,Iguaba Grande
Brazil,São Paulo,Laranjal Paulista
Brazil,Bahia,Jussara
Brazil,Maranhão,São José dos Basílios
Brazil,Rio Grande do Sul,Cerro Grande
Brazil,Tocantins,Buriti do Tocantins
Brazil,Mato Grosso,Santa Terezinha
Brazil,Paraná,Abatiá
Brazil,Maranhão,São Luís Gonzaga do Maranhão
Brazil,Santa Catarina,Cunhataí
Brazil,Rio Grande do Sul,Santo Expedito do Sul
Brazil,Paraná,Jundiaí do Sul
Brazil,Pernambuco,Mirandiba
Brazil,Goiás,Mundo Novo
Brazil,Paraná,Nova Tebas
Brazil,Ceará,Tamboril
Brazil,Santa Catarina,Celso Ramos
Brazil,Minas Gerais,Belo Oriente
Brazil,Paraná,Ibema
Brazil,Rio Grande do Sul,Butiá
Brazil,Minas Gerais,Monte Azul
Brazil,Paraná,Alto Piquiri
Brazil,Goiás,Nazário
Brazil,Minas Gerais,Santa Juliana
Brazil,Pernambuco,Ingazeira
Brazil,Bahia,Iaçu
Brazil,Rio Grande do Sul,Itatiba do Sul
Brazil,Rio Grande do Sul,São Pedro da Serra
Brazil,Maranhão,Boa Vista do Gurupi
Brazil,Ceará,Aracoiaba
Brazil,São Paulo,Eldorado
Brazil,Ceará,Massapê
Brazil,Pernambuco,Jaboatão dos Guararapes
Brazil,Minas Gerais,Novo Cruzeiro
Brazil,Pernambuco,Terezinha
Brazil,Ceará,Missão Velha
Brazil,Minas Gerais,Oliveira Fortes
Brazil,Paraná,Icaraíma
Brazil,Rio Grande do Sul,Ilópolis
Brazil,Rio Grande do Sul,São Vendelino
Brazil,Goiás,Nova Aurora
Brazil,Roraima,Normandia
Brazil,Rio Grande do Sul,Triunfo
Brazil,Goiás,Goiandira
Brazil,Goiás,Cromínia
Brazil,São Paulo,São Paulo
Brazil,Piauí,Amarante
Brazil,Piauí,Paquetá
Brazil,São Paulo,Caçapava
Brazil,Alagoas,Carneiros
Brazil,Piauí,São Braz do Piauí
Brazil,Minas Gerais,Florestal
Brazil,Rio Grande do Sul,Uruguaiana
Brazil,Espirito Santo,Serra
Brazil,Rondônia,Costa Marques
Brazil,Rondônia,Governador Jorge Teixeira
Brazil,Goiás,Goiás
Brazil,Paraíba,Pirpirituba
Brazil,Piauí,Aroazes
Brazil,São Paulo,Cruzália
Brazil,São Paulo,Descalvado
Brazil,Paraná,Três Barras do Paraná
Brazil,Maranhão,Guimarães
Brazil,Piauí,São João da Varjota
Brazil,Bahia,Novo Triunfo
Brazil,Rondônia,Monte Negro
Brazil,Minas Gerais,São João das Missões
Brazil,Minas Gerais,Uberlândia
Brazil,São Paulo,Ourinhos
Brazil,Sergipe,Poço Redondo
Brazil,Mato Grosso do Sul,Coronel Sapucaia
Brazil,Sergipe,Graccho Cardoso
Brazil,Minas Gerais,Guaraciama
Brazil,Sergipe,Feira Nova
Brazil,Minas Gerais,Vargem Bonita
Brazil,Bahia,Taperoá
Brazil,Rio de Janeiro,Santa Maria Madalena
Brazil,Paraíba,Caaporã
Brazil,Rio Grande do Norte,Canguaretama
Brazil,Pará,Marituba
Brazil,Bahia,Oliveira dos Brejinhos
Brazil,São Paulo,Salmourão
Brazil,Minas Gerais,São João do Oriente
Brazil,Alagoas,Palestina
Brazil,Bahia,Cabaceiras do Paraguaçu
Brazil,Rio Grande do Norte,Ceará-Mirim
Brazil,Paraná,Mirador
Brazil,Paraíba,Congo
Brazil,Rio de Janeiro,Natividade
Brazil,Rio Grande do Sul,Muliterno
Brazil,Paraná,Engenheiro Beltrão
Brazil,Minas Gerais,Carmo da Cachoeira
Brazil,Paraíba,Catolé do Rocha
Brazil,Paraná,Juranda
Brazil,Rio de Janeiro,Nova Iguaçu
Brazil,Bahia,Itaquara
Brazil,Rio Grande do Sul,Boa Vista das Missões
Brazil,Ceará,Itaitinga
Brazil,São Paulo,Marapoama
Brazil,Pará,Santa Cruz do Arari
Brazil,Pará,Prainha
Brazil,Minas Gerais,Montalvânia
Brazil,Bahia,Barro Preto
Brazil,São Paulo,Ribeirão dos Índios
Brazil,Goiás,Valparaíso de Goiás
Brazil,Minas Gerais,Moeda
Brazil,Maranhão,Coelho Neto
Brazil,Espirito Santo,Laranja da Terra
Brazil,Santa Catarina,Bom Jesus
Brazil,Pernambuco,Santa Cruz do Capibaribe
Brazil,Minas Gerais,Santa Rita do Itueto
Brazil,São Paulo,Iporanga
Brazil,Minas Gerais,Botumirim
Brazil,São Paulo,Dolcinópolis
Brazil,Maranhão,Maracaçumé
Brazil,Minas Gerais,Bonfim
Brazil,São Paulo,Dumont
Brazil,Tocantins,Peixe
Brazil,Goiás,Montividiu
Brazil,São Paulo,Reginópolis
Brazil,São Paulo,Santa Albertina
Brazil,Espirito Santo,Guarapari
Brazil,Acre,Porto Walter
Brazil,Paraíba,Triunfo
Brazil,Rio de Janeiro,Piraí
Brazil,Rio Grande do Sul,Vespasiano Corrêa
Brazil,Paraíba,Caiçara
Brazil,São Paulo,Rafard
Brazil,Piauí,Santa Cruz do Piauí
Brazil,Maranhão,Graça Aranha
Brazil,Santa Catarina,São João do Sul
Brazil,Minas Gerais,Carmo da Mata
Brazil,Santa Catarina,Nova Veneza
Brazil,Minas Gerais,São Sebastião da Vargem Alegre
Brazil,Minas Gerais,Carmo do Rio Claro
Brazil,Santa Catarina,Morro da Fumaça
Brazil,Minas Gerais,Desterro de Entre Rios
Brazil,Piauí,Santo Inácio do Piauí
Brazil,Maranhão,Godofredo Viana
Brazil,Paraíba,Tacima
Brazil,Santa Catarina,Ponte Alta do Norte
Brazil,Piauí,Capitão de Campos
Brazil,Paraíba,Santana de Mangueira
Brazil,Minas Gerais,Machacalis
Brazil,São Paulo,Tupã
Brazil,Bahia,Itaberaba
Brazil,Minas Gerais,Santo Antônio do Jacinto
Brazil,Paraíba,Lagoa Seca
Brazil,Minas Gerais,Santos Dumont
Brazil,Bahia,Iramaia
Brazil,Bahia,Milagres
Brazil,Paraíba,Mãe d'Água
Brazil,Rio Grande do Norte,Pedra Grande
Brazil,Minas Gerais,Três Marias
Brazil,Pará,Piçarra
Brazil,Alagoas,Limoeiro de Anadia
Brazil,Rio Grande do Sul,Erechim
Brazil,Minas Gerais,Estrela do Sul
Brazil,Minas Gerais,Araçuaí
